"title","location","date"
"214. Memorandum From the Director of the Office of International Trade and Resources (Thibodeaux) to the Assistant Secretary of State for Policy Planning (Bowie)1","Washington",1956-03-30
"148. Memorandum of a Conversation, Department of State, Washington, April 2, 19561","Washington",1956-04-02
"33. Telegram From the Embassy in Burma to the Department of State1","Rangoon",1956-04-02
"458. Memorandum of a Conversation, Department of State, Washington, April 4, 19561","Washington",1956-04-04
"171. Memorandum of a Conversation Between the Greek Ambassador (Melas) and Secretary of State Dulles, Department of State, Washington, April 5, 19561","Washington",1956-04-05
"106. Memorandum of Discussion at the 281st Meeting of the National Security Council, Washington, April 5, 19561","Washington",1956-04-05
"59. Memorandum of a Discussion at the 281st Meeting of the National Security Council, Washington, April 5, 19561","Washington",1956-04-05
"350. Despatch From the Embassy in Laos to the Department of State1","Vientiane",1956-04-06
"150. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague",1956-04-07
"233. Memorandum From the Director of the Office of Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson1","Washington",1956-04-14
"493. Letter From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Ambassador in Thailand (Bishop)1","Washington",1956-04-18
"151. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-04-18
"152. Memorandum From the Deputy Assistant Secretary of State for Far Eastern Affairs (Sebald) to the Assistant Secretary of State for European Affairs (Merchant)1","Washington",1956-04-25
"321. Letter From the Deputy Under Secretary of State (Murphy) to the Secretary of Defense (Wilson)1","Washington",1956-05-01
"153. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-05-01
"154. Telegram From the Embassy in Indonesia to the Department of State1","Djakarata",1956-05-04
"155. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-05-11
"156. Memorandum of a Conversation, Department of State, Washington, May 11, 19561","Washington",1956-05-11
"157. Memorandum From the Secretary of State to the President1","Washington",1956-05-14
"158. Memorandum of a Conversation, Department of State, Washington, May 17, 19561","Washington",1956-05-17
"159. Memorandum of a Conversation Between Foreign Minister Abdulgani and the Ambassador to Indonesia (Cumming) Salt Lake City, Utah, June 3, 19561","Utah",1956-06-03
"160. Memorandum of a Conversation, Between Foreign Minister Abdulgani and the Ambassador to Indonesia (Cumming), Salt Lake City, Utah, June 3, 19561","Utah",1956-06-03
"29. Letter From the Assistant Secretary of State for International Organization Affairs (Wilcox) to the Representative at the United Nations (Lodge)1","Washington",1956-06-15
"26. Memorandum of Conversations, Department of State, Washington, June 18 and 19, 19561","Washington",1956-06-18
"54. Notes of the Secretary of State’s Staff Meeting, Washington, June 25, 1956, 9:15 a.m.1","Washington",1956-06-25
"161. Memorandum of a Conversation, Department of State, Washington, June 28, 19561","Washington",1956-06-28
"143. Memorandum From the President’s Special Assistant (Stassen) to the President1","Washington",1956-06-29
"162. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-06-29
"163. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-06-30
"164. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1956-07-03
"239. Telegram From the Embassy in Saudi Arabia to the Department of State1","Jidda",1956-07-07
"193. Memorandum of a Conversation, Taipei, July 8, 19561","Taipei",1956-07-08
"213. Memorandum of a Conversation, Karachi, July 9, 1956, 10 a.m.–noon1","Karachi",1956-07-09
"433. Memorandum From the Secretary of State’s Special Assistant (Russell) to the Secretary of State1","Washington",1956-07-09
"165. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1956-07-23
"166. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Acting Secretary of State1","Washington",1956-07-27
"166. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Acting Secretary of State1","Washington",1956-07-27
"40. Special National Intelligence Estimate1","Washington",1956-07-31
"167. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-08-02
"53. Tripartite Statement Issued at London, August 2, 19561","London",1956-08-02
"51. Telegram From the Embassy in the United Kingdom to the Department of State1","London",1956-08-03
"168. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-08-04
"62. Paper by the Secretary of State’s Special Assistant (Russell)1","Washington",1956-08-04
"63. Circular Telegram From the Department of State to Certain Diplomatic Missions1","Washington",1956-08-05
"169. National Intelligence Estimate1","Washington",1956-08-07
"71. Memorandum of a Conversation Between the President and the Secretary of State, White House, Washington, August 8, 1956, 11:30 a.m.1","Washington",1956-08-08
"72. Memorandum of Discussion at the 292d Meeting of the National Security Council, Washington, August 9, 1956, 9-11:33 a.m.1","Washington",1956-08-09
"170. Telegram From the Embassy in Djakarta to the Department of State1","Djakarta",1956-08-10
"171. Telegram From the Department of State to the Embassy in the Netherlands1","Washington",1956-08-14
"89. Message From the Secretary of State to the President1","London",1956-08-16
"172. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-08-16
"88. Telegram From the Delegation at the Suez Canal Conference to the Department of State1","London",1956-08-16
"90. Telegram From the Delegation at the Suez Canal Conference to the Department of State1","London",1956-08-17
"173. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-08-18
"174. Memorandum of a Conversation, London, August 20, 1956, 2 p.m.1","London",1956-08-20
"104. Telegram From the Delegation at the Suez Canal Conference to the Department of State1","London",1956-08-20
"111. Message From the Secretary of State to the President1","London",1956-08-21
"117. Message From the Secretary of State to the President1","London",1956-08-22
"175. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-08-22
"125. Message From the Secretary of State to the President1","London",1956-08-23
"504. Telegram From the Embassy in Thailand to the Department of State1","Bangkok",1956-08-23
"119. Memorandum of a Conversation, U.S. Embassy, London, August 23, 1956, 11:45 a.m.1","London",1956-08-23
"120. Telegram From the Delegation at the Suez Canal Conference to the Department of State1","London",1956-08-23
"117. Memorandum of a Conversation, Department of State, Washington, August 27, 19561","Washington",1956-08-27
"23. Memorandum From the Director of the International Cooperation Administration (Hollister) to the Secretary of State1","Washington",1956-08-29
"149. Memorandum of Discussion at the 295th Meeting of the National Security Council, Washington, August 30, 1956, 9 a.m.1","Washington",1956-08-30
"177. Memorandum From the Under Secretary of State (Hoover) to the Director of the International Cooperation Administration (Hollister)1","Washington",1956-08-31
"25. Report to the Operations Coordinating Board1","Washington",1956-09-06
"178. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-09-11
"179. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-09-30
"180. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague",1956-10-02
"181. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-10-03
"182. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1956-10-12
"183. Letter From the Deputy Under Secretary of State for Political Affairs (Murphy) to the Ambassador in the Netherlands (Matthews)1","Washington",1956-10-17
"35. Instruction From the Department of State to Certain Diplomatic Missions1","Washington",1956-10-17
"121. Memorandum From the Special Assistant for SEATO Affairs (Abbott) to the Counselor of the Department of State (MacArthur)1","Washington",1956-10-19
"184. Memorandum of a Conversation, Department of State, Washington, October 19, 19561","Washington",1956-10-19
"185. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-10-20
"26. Memorandum of Discussion Between the President’s Citizen Advisers on the Mutual Security Program and the Secretary of State, Washington, October 25, 19561","Washington",1956-10-25
"118. Telegram From the Embassy in the United Kingdom to the Department of State1","London",1956-10-26
"186. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-10-27
"187. Memorandum of a Conversation, Department of State, Washington, October 29, 19561","Washington",1956-10-29
"188. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague",1956-10-30
"189. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Deputy Under Secretary of State for Political Affairs (Murphy)1","Washington",1956-10-31
"190. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1956-10-31
"191. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-11-03
"192. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-11-05
"173. Despatch From the Embassy in Poland to the Department of State1","Warsaw",1956-11-06
"172. Telegram From the Department of State to the Mission at the United Nations1","Washington",1956-11-06
"232. Memorandum of Discussion at the 303d Meeting of the National Security Council, Washington, November 8, 19561","Washington",1956-11-08
"201. Memorandum of Discussion at the 303d Meeting of the National Security Council, Washington, November 8, 19561","Washington",1956-11-08
"554. Memorandum of Discussion at the 303d Meeting of the National Security Council, Washington, November 8, 1956, 9–11:25 a.m.1","Washington",1956-11-08
"175. Memorandum of Discussion at the 303d Meeting of the National Security Council, Washington, November 8, 1956, 9–11:25 a.m.1","Washington",1956-11-08
