"title","location","date","lat","long","region"
"158. Memorandum of a Conversation, Department of State, Washington, May 17, 19561","Washington","1956-05-17",38.8948932,-77.0365529,"North America"
"159. Memorandum of a Conversation Between Foreign Minister Abdulgani and the Ambassador to Indonesia (Cumming) Salt Lake City, Utah, June 3, 19561","Utah","1956-06-03",39.4225192,-111.7143584,"North America"
"160. Memorandum of a Conversation, Between Foreign Minister Abdulgani and the Ambassador to Indonesia (Cumming), Salt Lake City, Utah, June 3, 19561","Utah","1956-06-03",39.4225192,-111.7143584,"North America"
"29. Letter From the Assistant Secretary of State for International Organization Affairs (Wilcox) to the Representative at the United Nations (Lodge)1","Washington","1956-06-15",38.8948932,-77.0365529,"North America"
"26. Memorandum of Conversations, Department of State, Washington, June 18 and 19, 19561","Washington","1956-06-18",38.8948932,-77.0365529,"North America"
"54. Notes of the Secretary of State’s Staff Meeting, Washington, June 25, 1956, 9:15 a.m.1","Washington","1956-06-25",38.8948932,-77.0365529,"North America"
"161. Memorandum of a Conversation, Department of State, Washington, June 28, 19561","Washington","1956-06-28",38.8948932,-77.0365529,"North America"
"143. Memorandum From the President’s Special Assistant (Stassen) to the President1","Washington","1956-06-29",38.8948932,-77.0365529,"North America"
"162. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-06-29",-6.1753942,106.827183,"Asia and Pacific"
"163. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-06-30",-6.1753942,106.827183,"Asia and Pacific"
"164. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1956-07-03",38.8948932,-77.0365529,"North America"
"239. Telegram From the Embassy in Saudi Arabia to the Department of State1","Jidda","1956-07-07",21.5822247,39.1640396,"Africa"
"193. Memorandum of a Conversation, Taipei, July 8, 19561","Taipei","1956-07-08",25.0375198,121.5636796,"Asia and Pacific"
"213. Memorandum of a Conversation, Karachi, July 9, 1956, 10 a.m.–noon1","Karachi","1956-07-09",25.1446897,67.1847767315734,"Asia and Pacific"
"433. Memorandum From the Secretary of State’s Special Assistant (Russell) to the Secretary of State1","Washington","1956-07-09",38.8948932,-77.0365529,"North America"
"165. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1956-07-23",38.8948932,-77.0365529,"North America"
"166. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Acting Secretary of State1","Washington","1956-07-27",38.8948932,-77.0365529,"North America"
"166. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Acting Secretary of State1","Washington","1956-07-27",38.8948932,-77.0365529,"North America"
"40. Special National Intelligence Estimate1","Washington","1956-07-31",38.8948932,-77.0365529,"North America"
"167. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-08-02",-6.1753942,106.827183,"Asia and Pacific"
"53. Tripartite Statement Issued at London, August 2, 19561","London","1956-08-02",51.5073219,-0.1276474,"Europe"
"51. Telegram From the Embassy in the United Kingdom to the Department of State1","London","1956-08-03",51.5073219,-0.1276474,"Europe"
"168. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-08-04",-6.1753942,106.827183,"Asia and Pacific"
"62. Paper by the Secretary of State’s Special Assistant (Russell)1","Washington","1956-08-04",38.8948932,-77.0365529,"North America"
"63. Circular Telegram From the Department of State to Certain Diplomatic Missions1","Washington","1956-08-05",38.8948932,-77.0365529,"North America"
"169. National Intelligence Estimate1","Washington","1956-08-07",38.8948932,-77.0365529,"North America"
"71. Memorandum of a Conversation Between the President and the Secretary of State, White House, Washington, August 8, 1956, 11:30 a.m.1","Washington","1956-08-08",38.8948932,-77.0365529,"North America"
"72. Memorandum of Discussion at the 292d Meeting of the National Security Council, Washington, August 9, 1956, 9-11:33 a.m.1","Washington","1956-08-09",38.8948932,-77.0365529,"North America"
"170. Telegram From the Embassy in Djakarta to the Department of State1","Jakarta","1956-08-10",-6.1753942,106.827183,"Asia and Pacific"
"171. Telegram From the Department of State to the Embassy in the Netherlands1","Washington","1956-08-14",38.8948932,-77.0365529,"North America"
"89. Message From the Secretary of State to the President1","London","1956-08-16",51.5073219,-0.1276474,"Europe"
"172. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-08-16",-6.1753942,106.827183,"Asia and Pacific"
"88. Telegram From the Delegation at the Suez Canal Conference to the Department of State1","London","1956-08-16",51.5073219,-0.1276474,"Europe"
"90. Telegram From the Delegation at the Suez Canal Conference to the Department of State1","London","1956-08-17",51.5073219,-0.1276474,"Europe"
"173. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-08-18",-6.1753942,106.827183,"Asia and Pacific"
"174. Memorandum of a Conversation, London, August 20, 1956, 2 p.m.1","London","1956-08-20",51.5073219,-0.1276474,"Europe"
"104. Telegram From the Delegation at the Suez Canal Conference to the Department of State1","London","1956-08-20",51.5073219,-0.1276474,"Europe"
"111. Message From the Secretary of State to the President1","London","1956-08-21",51.5073219,-0.1276474,"Europe"
"117. Message From the Secretary of State to the President1","London","1956-08-22",51.5073219,-0.1276474,"Europe"
"175. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-08-22",-6.1753942,106.827183,"Asia and Pacific"
"125. Message From the Secretary of State to the President1","London","1956-08-23",51.5073219,-0.1276474,"Europe"
"504. Telegram From the Embassy in Thailand to the Department of State1","Bangkok","1956-08-23",13.7542529,100.493087,"Asia and Pacific"
"119. Memorandum of a Conversation, U.S. Embassy, London, August 23, 1956, 11:45 a.m.1","London","1956-08-23",51.5073219,-0.1276474,"Europe"
"120. Telegram From the Delegation at the Suez Canal Conference to the Department of State1","London","1956-08-23",51.5073219,-0.1276474,"Europe"
"117. Memorandum of a Conversation, Department of State, Washington, August 27, 19561","Washington","1956-08-27",38.8948932,-77.0365529,"North America"
"23. Memorandum From the Director of the International Cooperation Administration (Hollister) to the Secretary of State1","Washington","1956-08-29",38.8948932,-77.0365529,"North America"
"149. Memorandum of Discussion at the 295th Meeting of the National Security Council, Washington, August 30, 1956, 9 a.m.1","Washington","1956-08-30",38.8948932,-77.0365529,"North America"
"177. Memorandum From the Under Secretary of State (Hoover) to the Director of the International Cooperation Administration (Hollister)1","Washington","1956-08-31",38.8948932,-77.0365529,"North America"
"25. Report to the Operations Coordinating Board1","Washington","1956-09-06",38.8948932,-77.0365529,"North America"
"178. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-09-11",-6.1753942,106.827183,"Asia and Pacific"
"179. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-09-30",-6.1753942,106.827183,"Asia and Pacific"
"180. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague","1956-10-02",52.07494555,4.26968022053645,"Europe"
"181. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-10-03",-6.1753942,106.827183,"Asia and Pacific"
"182. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1956-10-12",38.8948932,-77.0365529,"North America"
"183. Letter From the Deputy Under Secretary of State for Political Affairs (Murphy) to the Ambassador in the Netherlands (Matthews)1","Washington","1956-10-17",38.8948932,-77.0365529,"North America"
"35. Instruction From the Department of State to Certain Diplomatic Missions1","Washington","1956-10-17",38.8948932,-77.0365529,"North America"
"121. Memorandum From the Special Assistant for SEATO Affairs (Abbott) to the Counselor of the Department of State (MacArthur)1","Washington","1956-10-19",38.8948932,-77.0365529,"North America"
"184. Memorandum of a Conversation, Department of State, Washington, October 19, 19561","Washington","1956-10-19",38.8948932,-77.0365529,"North America"
"185. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-10-20",-6.1753942,106.827183,"Asia and Pacific"
"26. Memorandum of Discussion Between the President’s Citizen Advisers on the Mutual Security Program and the Secretary of State, Washington, October 25, 19561","Washington","1956-10-25",38.8948932,-77.0365529,"North America"
"118. Telegram From the Embassy in the United Kingdom to the Department of State1","London","1956-10-26",51.5073219,-0.1276474,"Europe"
"186. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-10-27",-6.1753942,106.827183,"Asia and Pacific"
"187. Memorandum of a Conversation, Department of State, Washington, October 29, 19561","Washington","1956-10-29",38.8948932,-77.0365529,"North America"
"188. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague","1956-10-30",52.07494555,4.26968022053645,"Europe"
"189. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Deputy Under Secretary of State for Political Affairs (Murphy)1","Washington","1956-10-31",38.8948932,-77.0365529,"North America"
"190. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1956-10-31",38.8948932,-77.0365529,"North America"
"191. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-11-03",-6.1753942,106.827183,"Asia and Pacific"
"192. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-11-05",-6.1753942,106.827183,"Asia and Pacific"
"173. Despatch From the Embassy in Poland to the Department of State1","Warsaw","1956-11-06",52.2319237,21.0067265,"Europe"
"172. Telegram From the Department of State to the Mission at the United Nations1","Washington","1956-11-06",38.8948932,-77.0365529,"North America"
"232. Memorandum of Discussion at the 303d Meeting of the National Security Council, Washington, November 8, 19561","Washington","1956-11-08",38.8948932,-77.0365529,"North America"
"201. Memorandum of Discussion at the 303d Meeting of the National Security Council, Washington, November 8, 19561","Washington","1956-11-08",38.8948932,-77.0365529,"North America"
"554. Memorandum of Discussion at the 303d Meeting of the National Security Council, Washington, November 8, 1956, 9–11:25 a.m.1","Washington","1956-11-08",38.8948932,-77.0365529,"North America"
"175. Memorandum of Discussion at the 303d Meeting of the National Security Council, Washington, November 8, 1956, 9–11:25 a.m.1","Washington","1956-11-08",38.8948932,-77.0365529,"North America"
"284. Telegram From the Department of State to the Embassy in Israel1","Washington","1956-11-09",38.8948932,-77.0365529,"North America"
"193. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1956-11-09",38.8948932,-77.0365529,"North America"
"194. Memorandum on the Substance of Discussion at a Department of State–Joint Chiefs of Staff Meeting, Pentagon, Washington, November 16, 1956, 11:30 a.m.1","Washington","1956-11-16",38.8948932,-77.0365529,"North America"
"122. United States Minutes of the ANZUS Council Meeting, Department of State, Washington, November 17, 1956, 9:30 a.m.–1 p.m.1","Washington","1956-11-17",38.8948932,-77.0365529,"North America"
